weight,attndperrls,attndonrls,educrec,inc_sdt1,hisp,racecmb,gender,birthdecade
22261.478960420292,5,6,2,6,2,1,1,4
25687.665998411114,6,6,1,2,1,9,1,2
2349.1845232377254,2,3,3,6,2,1,1,2
2975.516793772235,3,6,3,99,2,3,1,5
6017.836534442546,2,4,4,8,2,1,2,4
1835.2929893427229,2,4,2,4,2,1,2,1
14127.739297083674,4,6,4,6,2,1,1,4
8012.550272266731,4,6,1,3,2,1,2,5
1322.5703207060283,2,1,2,5,2,1,2,3
4975.410773231105,5,5,3,4,2,1,2,1
2096.8176584490266,3,3,99,99,2,1,99,99
5507.250439662759,5,6,4,8,2,1,1,5
5437.578325637441,3,6,2,1,2,2,2,3
6252.906115383153,6,6,2,2,2,1,2,3
7845.649229865617,6,6,2,6,2,1,1,4
4085.7014184414006,6,6,2,5,2,1,2,4
3612.817800039438,5,6,2,99,2,1,2,2
1559.472719728642,4,5,2,4,2,1,1,2
17579.264354631006,5,4,1,99,2,1,2,1
18588.892202788113,5,6,1,2,2,1,3,7
6918.170328641309,5,6,3,6,1,1,1,1
2264.794376220271,6,6,4,7,2,1,1,1
8762.291581922318,2,6,2,4,2,1,2,5
2996.783998797423,6,6,2,5,2,1,1,4
3285.3396518948985,5,6,3,8,2,2,2,4
14798.420137538644,6,6,1,1,2,1,2,4
1792.2552565820104,2,4,4,3,2,1,2,1
18930.67324491163,2,6,2,6,2,1,1,3
5057.181727872023,6,6,3,4,2,1,2,5
4397.558823306421,2,4,4,6,2,1,2,3
17620.649236904632,5,5,2,8,2,1,1,3
3405.3802806628028,6,6,3,3,2,1,2,3
8055.986891063158,6,6,1,2,2,1,1,2
6415.27930269252,6,5,2,7,2,1,2,2
4712.2900131252,5,5,4,99,2,1,1,5
14699.2118651848,5,6,1,8,2,4,1,5
4305.133645413154,6,6,2,3,2,1,2,5
9429.242446476648,3,2,2,5,2,1,2,1
1983.9082063798512,4,6,3,4,2,1,1,2
3173.8489567709717,6,6,3,3,2,1,2,5
24301.657684357237,5,5,1,1,2,2,1,3
4475.316205653625,3,4,4,8,2,1,1,3
9236.881496727285,6,5,2,1,1,4,1,7
25523.732555906798,4,1,1,1,2,1,2,1
1053.9800265286146,4,4,2,99,2,1,2,99
3615.6142211335928,5,5,2,5,2,2,1,1
3919.822584930867,4,4,2,2,2,1,2,2
6504.940557795557,5,6,2,1,1,1,2,7
33252.25033268659,5,6,1,8,2,1,1,2
2723.3367959755155,6,6,2,3,2,1,2,4
5132.4619435480945,5,6,2,99,2,5,2,1
3772.6964566929328,6,5,2,3,1,5,2,2
14471.17373746827,4,6,1,3,1,1,2,1
1649.794272239931,1,4,2,2,2,1,2,1
8513.430152829293,4,5,4,8,2,4,2,4
26763.29096197376,5,2,1,2,2,1,1,1
6900.106584474299,2,6,3,5,2,1,1,3
7975.6937440444135,1,2,1,3,1,1,2,6
722.3125941464895,1,5,4,8,2,1,2,5
5132.260314231143,6,6,3,4,2,1,2,5
5970.490694061353,2,5,3,6,2,1,2,2
3907.770197381512,1,5,2,2,2,1,1,3
15670.711308028182,2,1,2,5,2,5,2,2
4842.025281940831,1,4,4,4,2,1,2,6
23897.57990599855,4,6,1,99,2,1,2,3
3941.515322847217,2,5,4,7,2,1,2,6
5477.553927169119,5,5,2,3,2,1,2,5
1611.5178342688198,2,3,1,99,2,1,99,1
3642.865104814603,5,6,4,8,2,1,1,2
14800.748189399072,3,6,3,99,2,9,1,99
857.4845502953921,6,6,4,8,2,5,1,4
3694.691880975691,4,6,2,5,2,1,1,3
8538.081938110383,4,6,3,8,2,3,1,3
7424.182336349311,5,6,1,99,2,1,2,2
1991.3397276796152,4,6,2,99,2,1,1,3
11237.001842200483,2,4,1,1,2,1,2,6
1150.467083689619,6,6,3,1,2,1,2,3
2087.6280724316985,3,5,2,4,2,1,2,2
1608.5478414054346,2,5,4,99,2,3,1,99
5199.531107391914,5,2,1,1,2,1,1,2
10384.84836257256,4,6,2,4,2,1,2,3
13670.059390944443,4,6,3,7,99,1,2,6
2491.211677837001,2,5,3,7,2,1,2,3
4488.768837017516,4,6,4,8,2,3,1,5
17983.214399357257,3,6,1,1,2,1,1,2
2971.5975618433304,5,5,2,4,99,9,2,6
4962.350471783242,3,6,1,3,2,1,1,2
4323.104112000289,2,5,3,99,1,1,2,3
3014.984390856274,3,5,2,99,2,1,2,2
250.89172554733184,6,6,2,99,2,1,2,5
785.6093555855158,5,5,3,6,1,3,1,3
39538.42538289658,6,6,1,5,2,1,1,5
3512.3295670172834,2,4,3,5,2,5,1,5
3086.100648139365,1,3,2,5,2,1,2,3
1795.4070545950965,4,5,3,4,2,1,1,1
3233.2864388565863,5,6,4,8,2,9,1,3
3354.871924407892,6,6,3,7,2,1,2,6
6356.160064416211,5,6,2,4,2,4,2,5
52828.79573851217,6,6,2,6,2,1,3,6
6774.335962549068,2,3,4,99,2,1,2,1
5874.135080724489,2,3,4,5,2,1,1,6
14224.941256654705,6,4,2,4,1,1,2,7
6589.259088381842,5,6,2,4,1,1,2,5
7710.668601510356,4,6,2,3,2,1,2,1
1554.2921198841302,5,6,3,5,2,1,1,6
415.9984614144453,6,6,4,4,2,1,2,2
5205.502626879769,5,6,4,8,2,1,1,3
11665.571067485926,6,6,2,2,2,1,2,7
2701.376787781765,1,4,2,2,2,1,2,1
2944.3827875484826,5,6,4,4,2,1,2,2
7381.600767127478,6,6,2,3,2,1,2,5
16582.125314257344,6,6,2,4,2,1,1,4
1530.2423085228343,2,5,2,6,2,1,2,3
3685.619737449326,1,5,3,99,2,1,1,3
858.2614175450977,2,5,4,7,2,1,1,3
5146.17515372695,6,6,2,4,2,1,2,4
10364.800743733529,6,6,3,5,2,1,3,7
25549.287243870338,5,5,1,1,2,2,2,5
10478.063632538426,2,1,1,2,2,1,1,3
3393.2725837893354,5,6,2,4,2,1,1,1
768.968889511541,6,6,4,8,2,1,2,1
5529.4198634072545,5,6,2,6,99,4,1,1
14092.865465096069,6,6,1,5,2,1,2,5
4914.831593270636,4,5,4,4,2,1,2,6
3048.342849756689,6,6,2,5,2,1,2,4
4641.448193253479,2,5,1,99,2,1,1,2
9648.014774415724,2,4,3,8,2,1,1,3
9744.092055627607,2,5,3,5,2,1,2,5
12816.348463439832,6,6,2,7,2,1,1,4
9110.012354839011,3,3,2,4,1,4,3,7
5714.442886975703,6,6,1,3,2,1,2,4
6905.864818472431,6,6,4,8,2,1,1,2
2867.429501985447,6,6,4,8,2,1,2,1
12020.098245592622,5,5,4,7,2,1,1,5
3177.8668261968164,6,6,2,2,2,1,2,2
7877.274205785786,4,4,4,3,2,1,2,3
1475.914644403383,6,6,3,1,2,1,2,1
6869.609378834701,4,6,4,8,2,1,1,3
3051.2258217989142,6,6,1,4,2,4,2,5
10288.266551991112,5,6,4,7,2,1,2,5
3047.2819484072847,4,6,2,4,2,1,2,3
6411.3495158372025,5,6,1,4,2,1,2,3
1946.6384348015029,2,6,4,7,2,1,1,1
8205.730391903655,4,6,4,7,2,1,1,5
1053.1305805130462,6,6,4,7,2,1,2,4
3081.6871422895724,6,6,2,6,1,1,2,4
5136.079929305082,5,5,1,5,2,1,2,2
4678.084453593789,5,6,4,2,2,1,2,6
16547.43183470111,3,5,1,99,2,2,1,3
10539.739740683604,2,5,1,6,2,1,2,3
11198.257664977547,2,1,1,1,99,1,1,3
4513.987002219654,5,5,1,1,1,4,2,4
5139.7778821308575,2,4,3,6,2,1,1,4
4377.765683522946,2,5,3,3,2,1,2,2
2341.367473574194,4,6,4,99,2,1,2,99
8870.04286342486,4,4,1,1,1,9,2,2
5360.213042909194,5,6,2,7,2,1,1,1
12359.489820504823,1,6,4,2,2,1,1,5
11212.208613863788,2,6,2,5,2,1,1,1
3255.44707333748,2,4,2,4,2,1,2,3
6091.796630862082,2,6,2,5,2,1,1,2
12909.946643223488,2,5,1,99,2,1,2,2
2234.174202988097,2,5,2,2,2,1,2,2
623.4230832543412,6,6,3,4,2,1,2,3
582.466542338934,5,6,3,1,2,1,1,1
3545.470487268037,6,6,3,8,2,1,2,5
5367.076566853749,2,4,3,6,2,1,1,5
778.1061358525641,6,6,4,3,2,1,2,3
6866.837084147469,2,2,1,99,2,3,2,1
7580.63243659644,1,6,3,7,2,9,1,4
5107.180390838691,99,2,1,4,2,1,2,2
3673.4480214540513,4,4,2,1,2,3,2,1
3633.7755761020194,99,2,3,99,2,1,2,1
4860.9201085293225,5,6,3,8,1,1,2,4
3525.5609514641305,2,2,2,1,2,1,1,3
37439.18850075799,5,5,1,1,1,1,2,4
6854.336224985071,6,6,3,5,2,1,1,6
1926.6166816012699,1,5,2,2,2,1,1,1
5068.881310024702,4,3,4,2,2,1,1,1
30527.85857837226,1,1,1,3,2,2,1,7
2361.52345849407,3,3,3,4,2,1,2,5
36600.06179296661,6,6,1,99,1,5,2,3
6549.539705507714,4,3,2,6,2,1,2,4
5169.1254055746185,1,1,3,8,2,1,1,1
1417.7267475742467,6,6,3,3,2,1,1,2
2861.8370950328103,5,5,3,3,2,1,1,5
1884.126240175461,6,6,1,4,2,1,2,2
4866.6522435471,4,6,3,8,1,1,2,3
4475.316205653625,2,5,4,8,2,1,1,3
3149.2257343898,2,5,4,8,2,1,2,2
2421.539738386434,3,3,2,1,99,9,1,1
4526.599671524575,5,6,2,3,2,1,2,6
4153.8531163321595,5,6,3,4,2,1,1,6
3193.2056177751733,6,6,3,6,2,1,2,4
1187.5231142204773,2,5,3,4,2,1,2,1
20714.727708599126,2,6,4,5,2,3,1,6
4138.42266723728,4,5,3,8,1,1,1,3
3982.3511744908756,4,5,3,4,1,1,2,5
56788.493428909765,4,3,2,4,1,2,1,6
4430.687792432271,4,4,1,2,2,2,1,5
10163.360057971502,4,4,4,5,2,1,2,4
2143.426115387904,5,6,3,4,2,1,2,4
8945.184026314453,2,5,1,3,2,1,2,2
3462.6354987776917,5,4,99,99,2,1,99,99
3677.6791758451554,4,5,4,7,2,1,1,3
58657.51495987922,5,5,1,8,1,5,1,7
2264.794376220271,2,5,4,99,2,9,1,1
3840.0497843125795,5,5,3,3,1,9,2,6
3230.2877055850445,2,1,3,8,2,1,2,3
11980.353870088697,5,6,2,2,2,1,1,2
2837.2929427737836,6,6,3,4,2,1,2,1
2443.2403224937607,4,4,4,7,2,4,1,1
13593.118904445517,6,6,1,3,2,1,1,4
11795.125803927018,5,6,3,6,2,1,1,6
2601.6084968359564,5,6,2,5,2,1,1,2
8375.038607069064,6,5,4,8,2,3,1,4
541.1082507890145,5,6,2,6,2,1,1,2
10077.177577766579,2,5,3,7,2,1,2,3
703.9736865580746,1,6,2,1,99,1,1,99
2668.3825880995532,6,6,2,4,2,1,1,3
3253.8913569605875,6,6,3,5,2,1,1,7
7142.318554525174,6,6,2,4,2,1,2,4
3571.675676834693,4,6,2,99,2,1,2,1
21298.838707513074,6,6,2,3,2,4,2,7
2710.2053890352518,5,5,3,6,2,1,2,3
4220.358028191369,4,4,1,1,2,1,1,1
13615.658542360887,6,6,4,7,2,4,1,6
4064.2647043418665,1,4,2,6,2,1,1,2
7164.98830554705,2,5,4,5,2,1,1,6
1470.376840588055,1,5,3,5,2,1,2,1
7134.194225693544,4,2,1,1,2,1,2,1
9150.498565479636,4,2,1,99,2,2,1,2
6441.31779034014,6,6,2,99,1,1,3,7
6887.109666879448,3,2,3,99,99,1,1,99
19675.6604299493,2,2,1,7,2,1,2,3
7414.910487623824,4,2,1,3,1,9,2,7
7196.073910065355,5,4,3,1,2,1,2,4
1265.1283116304082,6,6,4,8,1,5,2,3
2912.211629830862,2,1,4,5,2,1,1,2
4450.2833211276275,5,6,2,6,2,1,2,2
4282.581912753095,1,3,3,7,2,1,1,3
696.5532411156148,5,5,3,1,2,3,1,2
4520.736929201438,5,6,3,1,1,1,2,6
1539.709092272625,3,4,2,6,2,1,2,1
14108.229751790761,5,5,1,3,2,1,1,3
21328.43678879486,1,1,99,3,2,3,1,99
10248.049169946926,6,6,2,2,2,1,2,7
1761.9337771812634,5,6,3,5,2,1,1,2
6923.489742761565,5,6,3,4,2,1,2,6
1328.8740815580363,4,5,3,6,2,1,2,2
4338.2157949739285,2,5,4,4,2,2,1,3
14809.187923263997,5,6,3,4,2,1,1,5
13541.924135449104,5,6,3,8,2,1,1,5
10290.343626888312,5,5,2,5,1,1,1,4
894.7870423430799,1,4,3,5,2,3,1,6
4650.389812423432,4,2,4,8,2,1,1,1
1320.977225702147,3,1,2,1,2,2,2,5
2709.0489319959074,6,6,3,5,2,1,1,6
23989.772944737306,6,6,2,3,2,1,1,7
2409.2659893412965,6,6,2,5,1,1,1,3
9562.649703752712,5,1,1,1,2,1,2,3
722.3125941464895,4,6,4,8,2,1,2,5
20148.58032663236,1,2,1,3,2,1,2,1
1954.0762145664323,2,2,4,6,2,1,1,1
3739.436288599382,5,6,4,8,2,1,2,5
11824.447466460644,5,6,1,99,2,1,2,2
13427.381322800056,2,4,1,1,2,2,1,2
8496.511859588187,1,1,4,4,2,2,2,3
1869.1634822181306,5,3,2,4,2,1,2,1
2627.393711699542,2,1,4,8,2,3,2,5
4583.862995192597,4,3,3,6,2,1,1,3
6690.620380887687,5,6,2,8,2,5,1,2
6294.9250767879075,5,6,4,6,2,1,1,4
1484.61372398484,5,6,4,6,2,1,2,4
6866.812631704793,1,3,2,8,2,1,2,3
4040.8867993437107,2,2,3,3,2,1,1,5
759.1705530100243,5,5,4,8,2,1,1,2
3012.3953296392497,6,6,3,4,2,1,1,6
2994.1382968216617,5,6,2,8,2,1,1,2
1559.472719728642,2,6,2,1,2,1,1,2
6891.887584053855,2,1,2,2,2,2,2,5
5828.862721135913,6,6,4,8,2,1,1,4
824.742617508978,5,6,3,4,2,1,1,1
4371.883473622044,5,6,4,8,2,1,1,4
1847.9514104039552,5,5,3,4,2,1,1,1
3749.259588890371,2,3,4,7,2,1,2,4
12496.848588471952,3,6,4,8,2,1,1,5
4119.194008216477,4,4,4,5,2,4,2,5
6738.9895872939715,4,3,2,3,2,1,2,4
571.9476202967597,4,3,2,1,2,1,2,2
2274.9758909712723,6,2,4,4,2,3,1,3
3423.4893823435723,4,4,2,99,2,1,1,1
1281.7533625838662,5,5,2,3,1,1,1,2
2797.39440438131,2,1,2,5,2,1,2,4
2376.70052326061,6,6,3,8,2,1,2,5
2189.813978176577,6,6,2,4,2,1,2,6
4434.226541935084,6,6,4,5,2,1,1,3
4939.8440329943405,3,2,2,3,2,1,1,2
850.3485456980001,6,6,2,2,2,1,2,1
4670.25526132244,5,6,1,4,2,1,1,2
1483.7971074985899,6,6,2,2,2,1,1,2
1334.285751973987,5,6,2,2,2,1,2,1
10953.099449790241,3,3,3,4,2,2,1,4
4032.8861659658614,6,6,3,8,2,3,2,6
3927.798548792499,1,2,2,3,1,5,1,2
2084.420421648172,4,5,2,3,2,1,2,1
1932.4765255516954,2,2,4,3,2,1,1,3
2086.6424638964872,5,6,2,7,2,1,2,4
22367.27563081844,4,1,1,3,2,1,2,4
7283.0205101631445,4,5,1,4,2,1,1,2
8779.702954237955,1,1,1,1,2,1,2,1
1703.189474329029,5,6,4,99,2,1,2,99
5181.1999681091575,5,5,3,7,2,1,1,4
7716.890159639752,5,6,4,4,1,1,2,5
2846.4971093973427,4,5,3,4,2,1,1,5
813.986420829769,5,6,3,6,2,1,2,1
11499.453648782408,5,6,2,99,2,2,99,99
4726.224725490328,4,5,3,7,2,1,1,2
1243.527624056713,2,2,3,8,2,1,1,3
5387.911051023559,6,6,2,7,2,1,2,3
5432.751739178572,6,2,2,1,2,1,2,1
4940.017059118948,6,6,4,8,2,1,1,3
6709.874985360942,4,4,4,6,2,1,2,5
1784.266031527917,5,6,3,7,2,1,1,1
4993.842280383677,4,4,3,1,2,2,2,3
5122.908733881565,6,6,3,8,2,3,1,6
412.1327757141757,6,6,4,99,2,1,2,2
4362.540546932163,6,6,2,1,2,1,2,2
5326.291594404248,1,1,1,1,2,2,2,2
3169.029343629999,4,5,2,3,2,2,1,2
3983.3309213604825,6,6,1,4,2,1,2,2
6314.863488532232,2,5,3,5,2,9,1,6
2987.748939957056,2,6,3,7,2,1,1,5
3866.0719153269865,2,5,2,4,2,1,1,6
8631.095456577397,4,1,2,1,2,2,2,5
2950.2008024842257,3,4,3,4,2,1,2,2
8710.118856750152,5,5,2,1,2,3,2,1
2053.800727101285,3,6,3,4,2,9,1,6
6793.993257189459,2,1,4,5,1,1,1,3
14001.10208984835,5,5,2,3,2,2,1,3
5172.724712797544,3,5,2,8,2,1,1,5
3787.617110984067,2,4,3,2,2,1,1,1
1314.1810477887816,5,6,3,1,2,1,1,2
5800.884053567001,4,2,2,1,2,1,1,2
2729.3655626667514,5,6,2,3,2,4,2,5
2485.0393786955533,3,6,2,4,2,1,1,2
14666.384670650834,6,6,2,5,2,1,2,6
1651.5996613851787,2,4,1,99,2,1,2,1
17380.66234649524,6,6,4,7,2,3,2,6
4181.715936454344,2,2,2,4,1,1,2,3
29223.508946677794,1,1,1,2,2,1,1,5
1792.422521949754,6,6,4,5,2,1,1,1
1126.5184425616512,5,6,2,1,2,1,1,2
5746.361849732602,2,4,3,5,2,1,2,5
5390.772887240715,5,1,2,2,1,1,2,3
9007.308297378944,5,6,3,6,2,3,2,5
16182.307724412402,5,5,1,1,1,2,2,6
47095.900639732004,4,5,1,5,2,1,2,6
12504.120826744831,4,4,2,6,2,3,1,2
3570.2741427665096,2,4,4,8,2,1,1,4
2305.2584067647927,2,3,2,8,2,1,2,1
791.3887112722041,6,1,3,4,2,4,2,2
6133.091539400445,5,4,3,5,1,5,1,6
1229.9307839527078,2,4,2,1,2,1,2,3
2610.4219247517967,3,1,2,6,2,1,2,1
5826.841772851693,2,6,4,7,2,1,2,5
4166.035784914542,3,4,2,6,2,1,1,2
5097.25906518596,1,1,3,8,2,2,1,3
658.573115846663,6,5,1,1,2,1,2,2
5412.617559978513,2,4,2,2,2,1,2,3
4562.303971762892,3,2,4,8,2,4,2,4
5486.386198427125,4,4,3,8,2,1,1,5
4131.856555766478,4,5,3,6,1,5,2,4
1708.7581777598696,1,5,3,3,2,1,2,5
8382.680412843934,5,6,1,99,2,1,2,2
5893.584662353385,6,6,3,8,2,1,1,4
37774.53321792133,4,3,1,2,2,3,2,2
5605.975147555755,6,6,1,2,2,1,1,6
5235.467850182148,2,2,3,1,2,1,1,2
3294.523579391779,5,4,2,4,2,1,2,1
5672.543976409615,3,5,3,1,1,1,2,6
2265.353174576898,4,5,4,8,2,1,1,4
11376.595839765745,3,5,1,1,2,2,2,3
8194.501351430077,5,6,2,3,1,5,2,3
3603.074170652425,6,6,4,6,2,1,1,3
6444.445042268957,4,6,2,1,2,2,2,3
7454.018338282807,3,5,3,5,2,1,1,2
6334.112188140627,3,2,2,5,2,1,2,2
2525.706180657492,2,4,3,5,2,1,2,1
6550.042618941866,2,4,2,4,2,1,2,6
1875.3809336540075,2,1,1,4,2,1,1,2
3545.0362715879683,5,6,3,5,2,1,2,3
13340.673617535313,4,1,2,2,2,2,2,6
15974.756765820648,5,6,1,2,2,1,2,3
4953.718112247394,3,5,3,1,2,1,2,6
15969.837263508763,5,4,2,6,2,2,2,2
1217.845988604926,5,6,3,1,2,1,2,2
14279.992782249572,3,3,2,4,2,2,1,6
1936.8934020433244,6,1,3,1,2,1,1,1
7746.706386864329,4,4,4,99,2,4,2,2
1262.566953882383,2,4,4,8,2,1,2,4
3101.5272170155586,5,6,2,2,2,1,1,1
17418.510172625665,1,1,1,99,2,2,2,4
14113.74118888773,6,6,1,1,2,1,1,7
2502.665564331215,2,5,4,4,2,1,2,5
1434.3294266877565,3,6,3,8,2,1,1,6
1839.4974826071627,4,5,3,6,2,1,2,1
1266.285419259687,5,3,3,2,99,5,2,3
4865.93569063131,1,1,3,4,2,1,2,2
3295.9407804666776,5,5,3,1,2,4,2,5
9614.539308008661,6,6,3,6,2,1,1,4
15286.025323444765,2,1,2,6,2,1,1,4
3319.1561407218555,1,6,3,2,1,1,2,2
12650.447023412593,5,6,3,8,2,4,2,5
4433.130144335799,3,1,3,4,2,3,2,1
1624.5188690612842,2,4,3,7,2,1,1,2
3532.575780625351,3,5,2,5,2,1,1,1
19791.09384792829,5,6,1,1,1,5,1,2
720.5132966439922,2,5,4,7,2,1,2,4
3774.312396755352,1,1,3,3,2,1,1,2
610.4447693628939,3,5,4,7,1,1,1,5
59246.58815581887,5,5,1,3,2,2,1,5
8016.906247436583,2,5,4,5,2,1,2,2
1179.625446570005,4,6,2,3,2,1,2,1
8041.35025446488,5,6,2,7,1,1,1,3
3844.8109898756093,6,6,2,8,2,1,2,2
1058.1633473742143,1,4,4,6,2,1,1,2
3091.5010684251624,6,6,4,4,2,1,2,2
4607.68609937845,4,6,4,8,2,1,1,5
1042.3564268436978,6,6,1,1,2,5,2,6
1397.391096352996,3,6,4,1,2,5,2,2
742.7005105232123,5,4,1,2,2,1,99,2
3154.5015120934017,4,2,3,6,2,1,1,2
5949.65470087691,2,4,2,3,2,1,1,4
7099.90137992597,6,6,4,4,2,3,2,6
14076.823544100318,6,6,1,99,1,5,2,4
3397.036409768895,5,6,4,8,2,4,1,3
889.2837628702605,2,1,2,3,2,4,2,4
38661.33800978609,4,6,1,99,2,2,1,6
1715.178046344799,6,6,4,8,2,1,2,2
3741.6612186862435,1,4,4,99,2,1,2,2
3759.1670615165626,2,4,3,3,2,1,2,1
26266.96369871448,3,3,1,1,1,5,1,6
7388.904940667267,6,6,4,8,2,1,1,4
2890.005215013057,6,6,1,3,2,1,2,3
2230.2288712199047,6,6,4,8,2,1,2,2
1646.943079846775,4,6,2,99,2,1,1,2
22301.30899113871,4,5,1,1,1,5,2,4
6481.217259616736,6,6,4,6,2,2,1,3
8922.691281541694,3,6,99,99,2,3,99,99
4144.519771022423,5,6,4,6,2,1,1,3
6555.58016706296,4,2,2,99,2,1,1,3
1433.187695449554,6,6,4,8,2,2,2,99
4151.754162293257,5,6,2,8,2,4,2,4
2989.886704959865,3,2,4,8,2,1,2,4
2222.19839147818,5,6,3,4,1,1,1,5
4383.085039655341,2,6,3,6,2,1,1,2
2504.551753356629,6,6,2,5,2,1,2,4
3510.679280782444,5,6,3,8,2,1,1,3
8753.809469206952,4,4,3,8,2,1,1,5
28461.971244269942,4,6,1,1,99,2,3,4
6131.128244613991,6,4,1,2,2,4,1,2
8725.676924455363,6,6,1,1,2,2,1,4
1054.5877985686714,5,5,4,7,2,1,1,1
18231.909308333725,5,3,1,1,2,2,1,5
7351.577136824296,5,5,4,5,2,1,3,6
11363.884071065371,4,3,2,4,2,1,1,4
4842.025281940831,3,6,3,4,2,1,2,6
4901.134764954524,2,3,3,4,2,1,2,2
27238.660377147557,1,4,3,5,2,3,1,6
4970.488194121589,3,5,3,2,2,1,1,1
20319.6098262447,6,6,2,5,2,1,2,7
12241.13558805661,2,2,4,8,2,1,1,5
4117.450235018143,2,4,4,7,2,2,2,5
22699.79265597546,2,6,1,7,2,1,2,3
2003.3219398966569,2,2,2,99,2,1,2,1
9066.549587266745,2,3,2,5,2,1,1,2
3084.1003513470023,5,6,2,8,2,1,1,2
6683.5411146101305,4,6,4,8,2,1,1,3
16765.552911109262,6,6,3,5,2,1,1,6
5503.344125176777,2,99,2,4,2,1,2,1
2818.7102607847883,6,6,4,5,2,3,1,1
30786.40304382079,3,1,2,2,2,2,2,7
1028.771238469045,5,3,4,6,1,1,2,4
8850.586693515686,1,3,3,2,2,1,2,2
1753.4545192915814,1,3,4,8,2,1,1,4
3965.539107951639,2,5,2,99,2,1,2,1
8037.46724523513,3,5,2,4,1,4,1,3
1625.1816976396321,5,5,4,8,2,1,1,1
12499.951008201582,99,99,1,4,2,1,2,3
6236.2445089312805,5,6,2,2,2,1,2,5
12185.392243931272,6,6,3,1,2,1,2,7
4011.275736100341,1,1,1,2,2,1,2,99
14669.496601765526,5,5,1,3,2,1,2,5
31417.87364484915,4,4,3,7,2,3,1,5
4841.093239601976,4,4,4,5,2,2,2,2
2950.2008024842257,4,2,3,99,99,1,2,1
7163.645540388791,2,6,3,8,2,1,1,3
4058.514844868904,5,6,3,2,2,1,2,2
10094.37910199475,5,4,3,5,2,1,2,3
6290.739023639534,3,6,4,99,2,1,1,5
6031.195676128069,4,4,4,6,2,3,2,99
6674.902451088254,3,5,2,4,2,1,2,4
920.642391553687,6,6,4,4,1,1,1,6
12407.191208658158,6,6,1,99,2,2,1,2
7467.179096880849,6,6,3,1,2,1,2,7
8077.2097982117975,99,99,3,4,1,1,1,2
2185.976892173148,2,6,1,3,2,1,2,2
5232.069226786923,4,6,3,99,2,1,1,5
1611.7647006960176,3,5,3,99,2,1,1,3
11188.677843110787,3,6,3,5,2,1,2,3
8978.660751676704,6,6,1,1,2,1,1,2
2100.7768575540576,6,6,4,4,2,1,2,4
5677.914671497607,4,5,2,3,1,1,2,2
1967.642089294738,4,3,4,8,2,1,2,1
1936.8934020433244,2,4,4,8,2,1,1,2
3133.61071404412,6,6,4,8,2,1,2,4
4133.443927461847,6,1,3,2,2,1,2,1
12777.121168700089,3,1,3,3,1,4,1,3
8908.002724319735,5,5,2,3,2,2,2,3
7843.181936476479,5,5,3,8,2,1,2,3
5288.78134135328,2,3,1,3,2,1,1,1
28443.031050349182,5,4,1,1,2,1,1,5
2855.1475995826263,6,6,3,6,2,1,1,4
20728.40809683712,6,6,2,3,2,2,2,7
10766.96633125579,6,6,2,1,2,1,2,5
2079.0425439246364,4,6,3,3,2,1,2,1
2511.8256326658507,2,3,4,4,2,1,1,2
13456.932569767014,4,1,1,2,2,1,2,4
10114.778688422251,6,6,1,2,2,1,2,7
5008.3777153015135,4,6,4,8,2,1,2,5
7517.183354560373,4,5,2,3,2,1,2,1
278.86743432471405,6,6,3,2,2,4,2,5
1828.0974333021281,4,5,3,8,2,1,2,3
5118.2782490483505,1,3,2,5,2,1,2,2
1980.9820686158575,4,4,2,3,2,1,2,1
2736.490169095203,4,4,2,5,2,1,2,2
3642.865104814603,5,6,3,8,2,1,1,2
21876.440089167478,4,5,1,2,1,9,1,6
2384.6215167516266,6,6,4,7,2,1,2,2
5255.485771552307,5,6,1,1,2,1,1,2
10963.55383504997,2,2,1,4,2,1,2,3
5153.288225140228,6,6,1,7,2,1,2,5
4451.510860507307,2,4,3,5,2,1,2,5
13167.201897017208,1,3,1,1,2,1,2,1
3179.844725759774,3,1,2,6,2,1,1,2
17764.07645984322,1,4,1,2,2,1,2,1
23148.631423874365,5,6,4,8,2,3,2,5
4221.750948212865,4,6,4,8,2,5,2,4
805.8524888939108,5,6,3,3,2,1,2,6
3920.9632261412753,6,6,3,4,2,2,1,5
4181.394681392763,1,1,3,99,2,2,99,99
3341.650062660231,4,2,4,5,2,1,2,3
3228.487098638955,6,6,4,8,2,1,2,2
13495.844757089031,2,1,1,5,2,1,1,1
4774.970932786895,4,4,1,2,1,1,2,7
3879.7882801223886,4,4,2,1,2,1,1,3
7960.070990256664,3,2,3,3,2,2,2,6
13260.452961296933,4,3,1,1,2,2,1,2
9432.05787326857,4,1,2,5,2,4,2,5
9869.336128980944,5,6,3,8,2,1,1,4
3632.339621111976,5,6,4,1,2,1,2,2
9306.487762343271,4,6,2,1,1,5,2,2
6305.805299680218,3,3,3,1,2,1,1,6
3677.6791758451554,4,5,4,8,2,1,1,3
6854.11032860549,4,5,2,99,2,1,1,1
2167.1646574725846,2,2,1,4,2,1,2,1
20580.79549061525,4,4,1,5,2,1,2,3
24431.265140095507,5,6,1,99,1,5,99,5
1959.9794937067086,5,6,3,8,2,1,1,3
2625.003378847452,5,6,2,4,2,1,1,2
9984.043844391543,5,6,4,8,2,1,2,4
2026.7960479467904,5,5,3,5,2,1,1,1
1917.2291431522801,5,5,3,7,2,1,2,3
4756.292720655762,6,6,3,6,2,1,1,3
