weight,attndperrls,attndonrls,educrec,inc_sdt1,hisp,racecmb,gender,birthdecade
10416.365087876718,2,5,1,99,2,1,1,1
15216.668436822685,6,6,4,8,99,9,2,3
5780.208873507779,4,6,2,3,1,5,2,6
6506.7538924940245,5,5,2,4,2,1,1,3
2739.872417891249,3,3,3,7,2,2,1,4
12790.500168416327,4,6,3,7,2,1,2,5
2984.329124392831,6,6,2,7,2,1,1,2
15020.32464541834,4,4,1,1,2,2,2,5
7577.421539835052,5,6,3,5,2,1,1,6
3927.3140294113146,5,4,4,7,2,4,1,5
9435.478536490558,2,5,2,8,2,1,1,4
1353.897507590949,1,4,99,99,2,9,99,99
1222.7136671236754,3,3,2,2,2,1,2,2
2156.718529154913,2,1,4,3,2,2,2,2
5421.358429195988,6,6,2,3,2,1,3,6
6939.932812732458,5,6,3,4,2,1,2,2
5161.171367311307,6,6,3,6,2,1,2,4
5682.228221358986,5,6,3,8,2,1,1,2
5892.717928808263,4,1,2,8,2,1,2,3
4811.797606277269,5,6,4,8,2,3,2,4
10421.34033684367,5,6,3,7,1,1,1,5
18153.12575102716,2,1,2,5,1,4,2,3
16388.021851697544,5,6,4,5,2,1,2,3
5432.01881322613,3,5,1,4,2,1,2,4
23291.649941768173,4,5,1,5,2,1,2,6
10087.774608080226,6,6,1,3,2,1,2,6
12375.792409328224,4,6,1,3,1,5,2,1
7317.184554401341,5,6,4,8,2,1,2,3
13052.358622000369,2,5,4,8,2,4,2,6
2609.8125682130512,2,2,4,5,2,1,1,2
2167.3580695876312,1,6,3,2,2,1,2,4
