year,birthyr,age,weight,trad
2024,1972,52,0.922153479229566,TEC
2024,1947,77,0.0265896950524062,PCA
2024,1955,69,0.128036673558156,Independent Baptist
2024,1931,93,1.06951235518051,Other Baptist
2024,1955,69,0.320960281443289,Lutheran - Missouri Synod
2024,1951,73,0.418648185448388,United Methodist
2024,1996,28,1.74201424393309,Other Baptist
2024,1955,69,0.886591092561438,ELCA
2024,1958,66,2.31638777185577,ELCA
2024,1945,79,0.303970730196057,Independent Baptist
2024,1986,38,5.70663449168084,Independent Baptist
2024,1955,69,0.945338261893564,Southern Baptist
2024,1949,75,0.745188188826075,Other Nondenom
2024,1962,62,0.0785045239787137,Christian Methodist Episcopal
2024,1964,60,0.0807190525799845,Other Methodist
2024,1964,60,0.0807190525799845,Nondenom Charismatic
2024,1988,36,2.93405606517311,Nondenom Evangelical
2024,1988,36,2.93405606517311,Other Pentecostal
2024,1952,72,0.872730754002149,Assemblies of God
2024,1955,69,0.419099950732939,Southern Baptist
2024,1954,70,1.692794460665,Community Church
2024,1963,61,0.213783853900306,Southern Baptist
2024,1950,74,1.4207103033325,Southern Baptist
2024,1955,69,1.16192236354969,Independent Baptist
2024,1955,69,1.16192236354969,Nondenom Fundamentalist
2024,1966,58,0.29844415734328,Gen. Assoc. of Reg. Bapt.
2024,1957,67,0.500035691538589,Community Church
2024,1957,67,1.17010595959492,Nondenom Charismatic
2024,1953,71,0.235972482821246,United Methodist
2024,1953,71,0.235972482821246,Community Church
2024,2000,24,0.565023771366162,Nondenom Evangelical
2024,2000,24,0.565023771366162,Other Reformed
2024,1973,51,0.247524324360204,Interdenominational
2024,1959,65,3.77418360781236,United Church of Christ
2024,1953,71,0.264714071010776,Free Will Baptist
2024,1963,61,0.542070877666685,TEC
2024,1964,60,0.0571386698715005,Southern Baptist
2024,1950,74,0.221704807441094,Nondenom Evangelical
2024,1993,31,1.40055583785649,Church of the Nazarene
2024,1976,48,0.159827028814196,Other Nondenom
2024,1948,76,1.82514136925543,Nondenom Evangelical
2024,1966,58,2.05185183773388,Community Church
2024,1970,54,0.886686382286479,TEC
2024,1955,69,0.798055166459347,Lutheran - Missouri Synod
2024,1960,64,1.6082996418788,Assemblies of God
2024,1958,66,1.00662518327384,Gen. Assoc. of Reg. Bapt.
2024,1961,63,0.951341293466892,Community Church
2024,1954,70,1.23783199660589,Nondenom Evangelical
2024,1993,31,2.24990223772863,Nondenom Evangelical
2024,1954,70,0.485023056337618,Nondenom Evangelical
2024,1955,69,0.912220503870536,Lutheran - Missouri Synod
2024,1980,44,0.352470453919103,Southern Baptist
2024,1943,81,0.711204482813569,United Methodist
2024,2001,23,0.0145889699645052,Other Lutheran
2024,1943,81,0.340602316850233,ELCA
2024,1969,55,1.42655440821438,Nondenom Evangelical
2024,1972,52,0.066512571088353,Natl. Baptist Convention
2024,1941,83,1.14581275411904,Other Baptist
2024,1953,71,0.765829098911487,United Methodist
2024,1961,63,1.06840324085526,Lutheran - Missouri Synod
2024,1941,83,0.162323152795891,Other Lutheran
2024,1941,83,0.162323152795891,Other Christian Church
2024,1941,83,0.162323152795891,Other Cong.
2024,1966,58,0.611147460510537,Independent Baptist
2024,1964,60,0.443715609838057,Community Church
2024,1966,58,1.89237203603799,Community Church
2024,1970,54,0.0297324878084163,Other Nondenom
2024,1970,54,0.0297324878084163,Other Lutheran
2024,1970,54,0.0297324878084163,Church of Christ
2024,1944,80,1.37335674363426,Nondenom Evangelical
2024,1961,63,0.511549569852912,Gen. Assoc. of Reg. Bapt.
2024,1966,58,0.0236179702382913,Other Baptist
2024,1960,64,0.376608985878349,AME - Zion
2024,1960,64,0.376608985878349,Nondenom Evangelical
2024,1971,53,0.506723724182708,Baptist Miss. Association
2024,1978,46,0.108644271383376,Nondenom Evangelical
2024,1948,76,1.4935584405956,Apostolic Christian
2024,1960,64,1.38795146850259,Interdenominational
2024,1965,59,0.467961683214916,United Methodist
2024,1965,59,0.467961683214916,United Church of Christ
2024,1968,56,0.210791662974396,Lutheran - Missouri Synod
2024,1947,77,1.21903462822644,Southern Baptist
2024,1990,34,0.609195009269927,Other Baptist
2024,1967,57,3.16273539755969,Independent Baptist
2024,1968,56,0.312489499736862,Other Baptist
2024,1987,37,3.19961166931059,Lutheran - Missouri Synod
2024,2000,24,11.5908128566172,Church of Christ
2024,1959,65,0.375940385267939,Lutheran - Missouri Synod
2024,2000,24,0.97730039624775,Southern Baptist
2024,1971,53,1.0439367545513,Church of Christ
2024,1974,50,2.30856067602383,Four Square Gospel
2024,1943,81,0.56815409241916,Nondenom Evangelical
2024,1944,80,0.698878445848517,Other Presbyterian
2024,1977,47,1.17562762528341,Other Nondenom
2024,1991,33,0.099372622418619,Community Church
2024,1951,73,0.230933975471749,Southern Baptist
2024,1947,77,0.734903407030757,Other Baptist
2024,1947,77,0.734903407030757,Other Lutheran
2024,1960,64,0.141912522286113,United Methodist
2024,1980,44,0.0772777897626878,Other Nondenom
2024,1952,72,0.889109457101118,United Methodist
2024,1952,72,0.889109457101118,Community Church
2024,1940,84,0.866851424411547,United Methodist
2024,1940,84,0.866851424411547,Community Church
2024,1966,58,1.50634370924967,Community Church
2024,1956,68,0.746055554895564,Southern Baptist
2024,1960,64,0.583481355025827,Community Church
2024,1957,67,1.1573734680471,Other Lutheran
2024,1958,66,1.29441261777174,ABCUSA
2024,1967,57,0.077750533068659,Nondenom Evangelical
2024,1954,70,1.82986690877863,United Methodist
2024,1958,66,0.470320085395345,Other Lutheran
2024,1972,52,1.03253309980641,Nondenom Fundamentalist
2024,1962,62,1.60772582269255,Disciples of Christ
2024,1956,68,0.277486591631057,PCUSA
2024,1956,68,0.964161329787258,Nondenom Evangelical
2024,1968,56,1.88483088866482,Other Nondenom
2024,1989,35,0.0998498575349961,Other Nondenom
2024,1959,65,0.360220623001822,Southern Baptist
2024,1944,80,1.2750501124699,Other Nondenom
2024,1944,80,1.2750501124699,ELCA
2024,1944,80,1.2750501124699,PCUSA
2024,1948,76,0.517260409794232,United Methodist
2024,1954,70,0.889719156285593,Independent Baptist
2024,1954,70,0.889719156285593,Community Church
2024,1967,57,0.869908538297151,Church of God Cleveland TN
2024,1951,73,0.901229304420006,Community Church
2024,1959,65,0.191903461962207,Southern Baptist
2024,1952,72,2.43733369352227,Interdenominational
2024,1950,74,0.302735718217366,Southern Baptist
2024,1950,74,0.302735718217366,Evangelical Presbyterian
2024,1949,75,1.23567339002064,ELCA
2024,1963,61,0.309911139098013,Baptist Miss. Association
2024,1953,71,0.99501637439809,Southern Baptist
2024,1955,69,0.632093544732814,ELCA
2024,1962,62,0.302773191957723,Southern Baptist
2024,1947,77,1.06317902681866,United Methodist
2024,1947,77,1.06317902681866,Other Presbyterian
2024,1948,76,0.357156196065526,United Methodist
2024,1963,61,0.28270462860761,Southern Baptist
2024,1963,61,0.29768043680085,Interdenominational
2024,1946,78,0.566941616366359,Lutheran - Missouri Synod
2024,1951,73,0.9455640038719,Nondenom Evangelical
2024,1953,71,0.531960902138501,Lutheran - Wisconsin Synod
2024,1951,73,0.447738936885926,Free Will Baptist
2024,1951,73,0.447738936885926,Community Church
2024,1951,73,0.447738936885926,United Church of Christ
2024,1957,67,0.113299392770794,Nondenom Fundamentalist
2024,1957,67,0.113299392770794,Church of Christ
2024,1977,47,0.0855212955963336,Community Church
2024,1993,31,4.36222395367943,Church of Christ
2024,1959,65,0.90983129601412,ELCA
2024,1952,72,1.795874753981,Independent Baptist
2024,1953,71,1.162162771543,ABCUSA
2024,1952,72,4.53097277565657,Free Will Baptist
2024,1953,71,0.827216190601977,Other Episcopal
2024,1970,54,0.522915894513022,United Methodist
2024,1970,54,0.522915894513022,Other Nondenom
2024,1953,71,1.25207005309715,Nondenom Evangelical
2024,1959,65,2.02339550642231,Nondenom Evangelical
2024,1952,72,1.31394059984283,TEC
2024,1945,79,0.53081335816569,Lutheran - Missouri Synod
2024,1943,81,0.174561330487423,TEC
2024,1990,34,1.9856326017214,Southern Baptist
2024,1954,70,0.215065838921608,Free Will Baptist
2024,1952,72,3.07064870954379,Nondenom Evangelical
2024,1952,72,3.07064870954379,Other Christian Church
2024,1970,54,1.03253309980641,Southern Baptist
2024,1962,62,0.353639242585522,Other Baptist
2024,1956,68,0.413774505741663,United Methodist
2024,1950,74,0.628883127887518,Southern Baptist
2024,1950,74,0.628883127887518,Nondenom Evangelical
2024,1933,91,0.884386626410294,Community Church
2024,1933,91,0.884386626410294,Other Presbyterian
2024,1963,61,0.851226267653146,Other Baptist
2024,1963,61,0.851226267653146,United Methodist
2024,1963,61,0.851226267653146,Nondenom Evangelical
2024,1953,71,0.593250593765339,Other Nondenom
2024,1953,71,0.593250593765339,Other Presbyterian
2024,1951,73,0.949189488726989,Nondenom Charismatic
2024,1938,86,0.8695140344474,Other Presbyterian
2024,1961,63,0.654221080197806,Interdenominational
2024,1967,57,0.579269272179913,Nondenom Charismatic
2024,1970,54,0.260836129174864,Nondenom Charismatic
2024,1956,68,1.22201458066978,Southern Baptist
2024,1956,68,1.4935584405956,Southern Baptist
2024,1974,50,0.201323833927701,United Methodist
2024,1972,52,0.818854371092081,TEC
2024,1972,52,0.818854371092081,United Church of Christ
2024,1954,70,0.514676198025542,Interdenominational
2024,1966,58,1.37649970132526,Southern Baptist
2024,1962,62,1.6237798112462,Other Nondenom
2024,1947,77,0.00531055618784068,Disciples of Christ
2024,1956,68,0.964640553828065,Southern Baptist
2024,1952,72,1.41838447593155,TEC
2024,1952,72,1.41838447593155,Other Cong.
2024,1952,72,0.634713856285831,Pentecostal Holiness Church
2024,1987,37,0.425307907853683,United Methodist
2024,1939,85,1.18010654600044,Other Pentecostal
2024,1952,72,2.09015280421112,ELCA
2024,1969,55,13.1841712680944,Other Pentecostal
2024,1952,72,0.470011685363806,Community Church
2024,1952,72,0.470011685363806,Lutheran - Missouri Synod
2024,1952,72,0.470011685363806,Other Christian Church
2024,1961,63,1.63640934649917,ELCA
2024,1975,49,0.52325661793178,ELCA
2024,1951,73,0.58757909189813,Lutheran - Missouri Synod
2024,1952,72,1.4935584405956,Southern Baptist
2024,1952,72,1.4935584405956,Other Nondenom
2024,1968,56,0.00968069732643604,Other Baptist
2024,1955,69,0.773606590557835,Other Presbyterian
2024,1963,61,1.12568090191942,Other Nondenom
2024,1960,64,0.141325705433728,PCA
2024,1960,64,0.141325705433728,TEC
2024,1955,69,0.891791547865135,Other Nondenom
2024,1955,69,0.891791547865135,Christian Church
2024,1955,69,0.105734908823025,Other Lutheran
2024,1966,58,0.81762961569497,Community Church
2024,1988,36,0.0386315197894035,Other Baptist
2024,1950,74,0.95948595916517,Conservative Cong. Christian
2024,1945,79,1.03501265689344,United Methodist
2024,1944,80,1.25926204582368,Independent Baptist
2024,1955,69,0.211286351309096,Baptist Miss. Association
2024,1957,67,1.11378413999029,Nondenom Evangelical
2024,1957,67,1.11378413999029,Assemblies of God
2024,1955,69,0.693905249357612,United Methodist
2024,1953,71,0.0732930840968282,Baptist Miss. Association
2024,1956,68,1.51390460761271,Southern Baptist
2024,1944,80,1.24660000878587,Other Methodist
2024,1958,66,0.845731765656779,Nondenom Fundamentalist
2024,1951,73,2.64804724802982,Free Will Baptist
2024,1987,37,0.198794820037024,Other Nondenom
2024,1968,56,0.347029568211525,Free Methodist
2024,1976,48,0.468528907525582,Baptist Miss. Association
2024,1963,61,0.191447833013413,Other Baptist
2024,1952,72,0.121345712660413,Free Will Baptist
2024,1952,72,0.121345712660413,Other Reformed
2024,1957,67,0.0836288501848553,Seventh Day Adventist
2024,1967,57,1.62873893789828,Southern Baptist
2024,1935,89,0.0085080185246276,Southern Baptist
2024,1957,67,1.24578860973946,Nondenom Evangelical
2024,1966,58,1.11236043545227,Nondenom Evangelical
2024,1955,69,1.22344794508767,Other Nondenom
2024,1965,59,1.08134949147278,Other Baptist
2024,1995,29,1.39685674099065,Disciples of Christ
2024,1995,29,1.39685674099065,Other Cong.
2024,1949,75,0.766573824529662,Other Nondenom
2024,1945,79,1.2508960668734,Nondenom Evangelical
2024,2001,23,0.654060032823553,Church of Christ
2024,1959,65,4.12503783575628,Other Lutheran
2024,1953,71,0.34634945012958,Church of God in Christ
2024,1952,72,1.54048863219885,Independent Baptist
2024,1952,72,1.54048863219885,Nondenom Evangelical
2024,1970,54,3.15944226980441,United Methodist
2024,1994,30,2.64929861638013,Southern Baptist
2024,1955,69,1.0936945056169,Nondenom Evangelical
2024,1955,69,1.0936945056169,Other Lutheran
2024,1985,39,0.00399058939735642,Free Will Baptist
2024,1947,77,0.454654241045899,Other Nondenom
2024,1959,65,0.58972217728562,Southern Baptist
2024,1959,65,0.203538576624857,Independent Baptist
2024,1941,83,0.648977184142956,United Methodist
2024,1941,83,0.648977184142956,Community Church
2024,1956,68,0.232762534715836,PCA
2024,1968,56,1.09953519873066,Community Church
2024,1949,75,1.08477974828964,United Methodist
2024,1970,54,0.615654309440071,Southern Baptist
2024,1942,82,1.40388889570866,Southern Baptist
2024,1949,75,0.254254039163099,Baptist Miss. Association
2024,1967,57,0.405578109528063,Cumberland Presbyterian
2024,1958,66,2.16682375751099,Lutheran - Missouri Synod
2024,1972,52,1.51809752520024,Assemblies of God
2024,1959,65,0.881544428009132,Church of Christ
2024,1966,58,0.069160271641018,Independent Baptist
2024,1974,50,13.7804942888017,Community Church
2024,1944,80,0.700306713656529,Other Baptist
2024,1944,80,0.700306713656529,United Methodist
2024,1944,80,0.700306713656529,Interdenominational
2024,1960,64,0.0267650429313973,Other Nondenom
2024,1948,76,0.47028227492117203,Seventh Day Adventist
2024,1941,83,0.686883380876762,United Methodist
2024,1941,83,0.686883380876762,United Church of Christ
2024,1984,40,3.22801733342739,ABCUSA
2024,1957,67,0.753151963774088,Other Nondenom
2024,1952,72,1.23892773579942,Nondenom Charismatic
2024,1974,50,0.682941478289036,Community Church
2024,1966,58,0.74397244351057,Other Baptist
2024,1975,49,0.168553264846081,Wesleyan Church
2024,1950,74,1.11352870934565,Nondenom Evangelical
2024,1950,74,1.11352870934565,Assemblies of God
2024,1957,67,0.736944934746724,Southern Baptist
2024,1984,40,3.38017171042083,ABCUSA
2024,1953,71,1.70183485704804,Independent Baptist
2024,1953,71,1.70183485704804,Nondenom Fundamentalist
2024,1953,71,1.70183485704804,Other Presbyterian
2024,1949,75,0.429703602779626,Other Baptist
2024,1967,57,0.756634264746474,Southern Baptist
2024,1949,75,0.8695140344474,Nondenom Evangelical
2024,1949,75,0.8695140344474,Evangelical Presbyterian
2024,1968,56,0.221689657181219,Christian Methodist Episcopal
2024,1987,37,2.10676685840485,Other Pentecostal
2024,1968,56,0.418273500545596,Cumberland Presbyterian
2024,1989,35,1.13628963164658,Independent Baptist
2024,1963,61,13.6128513346066,Nondenom Evangelical
2024,1954,70,0.390506690828575,PCUSA
2024,1996,28,0.33471043020538,ABCUSA
2024,1991,33,0.667832119262338,Independent Baptist
2024,1959,65,0.826298512779859,Other Lutheran
2024,1950,74,0.730608797926376,United Methodist
2024,1953,71,0.022845774648108,Pentecostal Holiness Church
2024,2000,24,0.00187687019033908,Community Church
2024,2000,24,0.00187687019033908,Other Lutheran
2024,1964,60,0.492347532316575,Other Baptist
2024,1964,60,0.492347532316575,Church of God in Christ
2024,1993,31,0.47896901816816,United Methodist
2024,1999,25,1.16753107271569,Other Methodist
2024,1948,76,3.5224002707227,Other Presbyterian
2024,1999,25,0.855926110737841,Other Presbyterian
2024,1973,51,1.32235120747163,ABCUSA
2024,1993,31,0.0708611151912374,Other Baptist
2024,1957,67,1.80406397051168,Southern Baptist
2024,1955,69,0.860469157762461,Independent Baptist
2024,1963,61,0.731106481034945,PCUSA
2024,1959,65,3.51813786987075,Southern Baptist
2024,1956,68,0.0316212072791013,Independent Baptist
2024,1956,68,0.0316212072791013,Christian Methodist Episcopal
2024,1946,78,0.196584950421496,Other Lutheran
2024,1978,46,0.209641724152884,United Methodist
2024,1947,77,0.199118680979683,Cumberland Presbyterian
2024,1959,65,0.0430023274424719,ABCUSA
2024,1961,63,1.19425714677054,United Methodist
2024,1956,68,1.17240680512551,PCUSA
2024,1951,73,0.657129373206345,Gen. Assoc. of Reg. Bapt.
2024,1945,79,0.813612964406017,Southern Baptist
2024,1976,48,0.362620120153631,Other Nondenom
2024,1954,70,0.0576260173838368,Lutheran - Missouri Synod
2024,1957,67,0.608698374462622,Other Methodist
2024,1952,72,0.843569573218093,Southern Baptist
2024,1946,78,1.1781418607792,PCA
2024,1959,65,0.188370206585353,Other Pentecostal
2024,1950,74,0.843569573218093,Nondenom Fundamentalist
2024,1950,74,0.843569573218093,Assemblies of God
2024,1948,76,0.508823835087082,Nondenom Evangelical
2024,1947,77,0.19670457481856,Community Church
2024,1947,77,0.19670457481856,Other Presbyterian
2024,1984,40,2.16692779526587,Cumberland Presbyterian
2024,1964,60,5.99079689935472,Other Pentecostal
2024,1961,63,1.83871707956753,Church of Christ
2024,1958,66,0.192905049338744,United Methodist
2024,1981,43,0.445299437121152,Southern Baptist
2024,1963,61,0.444880778129217,Other Baptist
2024,1950,74,0.106811765169493,Nondenom Fundamentalist
2024,1951,73,0.704398287886887,Southern Baptist
2024,1992,32,0.196715701724356,Southern Baptist
2024,1957,67,1.26233672256203,Assemblies of God
2024,1993,31,1.9907504783589,Other Nondenom
2024,1993,31,1.9907504783589,Assemblies of God
2024,1958,66,0.837710766885778,Southern Baptist
2024,1955,69,2.44912429584303,United Methodist
2024,1955,69,2.44912429584303,PCA
2024,1945,79,0.184498673351774,TEC
2024,1951,73,1.12495076726812,Community Church
2024,1972,52,0.263202705877204,Other Lutheran
2024,1959,65,0.570557461463863,Other Lutheran
2024,1952,72,0.112486714224291,United Methodist
2024,1955,69,1.01647066961701,Apostolic Christian
2024,1955,69,1.01647066961701,Other Cong.
2024,1962,62,0.204703955669776,ELCA
2024,1956,68,0.30369755155956,Community Church
2024,1955,69,1.06041683479228,Other Baptist
2024,1955,69,1.06041683479228,Nondenom Charismatic
2024,1955,69,1.06041683479228,Assembly of Christian Churches
2024,1953,71,0.467966749875923,United Methodist
2024,1992,32,1.09949738892185,Other Nondenom
2024,1956,68,0.233857860279,Nondenom Charismatic
2024,1959,65,0.323157812444859,Community Church
2024,1964,60,2.28486664918579,Southern Baptist
2024,1972,52,0.00988748029351718,Independent Baptist
2024,1959,65,0.230069316258244,Independent Baptist
2024,1950,74,1.00469882804004,Southern Baptist
2024,1945,79,1.15656975417722,Nondenom Evangelical
2024,1973,51,0.373007169763114,PCUSA
2024,1953,71,0.682521907544596,Interdenominational
2024,1968,56,0.319860045236658,Other Baptist
2024,1966,58,1.05288187858741,Other Nondenom
2024,1956,68,0.15034355056174,Other Presbyterian
2024,1956,68,0.15034355056174,Other Pentecostal
2024,1979,45,1.88281291980121,Nondenom Evangelical
2024,1961,63,1.70374176591035,Baptist Miss. Association
2024,1988,36,12.0812620275612,Nondenom Charismatic
2024,1972,52,0.358014049788203,Lutheran - Wisconsin Synod
2024,1962,62,0.0825665835767246,Other Nondenom
2024,1956,68,0.477765263946001,Southern Baptist
2024,1955,69,0.819408094309613,Other Baptist
2024,1974,50,0.200810550475022,Nondenom Evangelical
2024,1999,25,0.25240182328247,United Methodist
2024,1971,53,0.331098029134339,Other Baptist
2024,1971,53,0.0234195586488361,Church of God of the Apostolic Faith
2024,1962,62,3.01710853126514,Other Nondenom
2024,1949,75,1.33834845721997,Natl. Baptist Convention
2024,1958,66,0.79016140293023,Natl. Baptist Convention
2024,1949,75,0.634551618716613,Baptist Miss. Association
2024,1994,30,1.40429589204314,Independent Baptist
2024,1994,30,1.40429589204314,Other Methodist
2024,1959,65,0.58458053030904,United Methodist
2024,1959,65,0.820992748605569,Other Nondenom
2024,1945,79,1.79022423467432,United Methodist
2024,1954,70,4.45919243502005,Community Church
2024,1954,70,0.706221672781287,Other Presbyterian
2024,1951,73,0.989836152627846,United Methodist
2024,1952,72,0.0664633240997181,United Methodist
2024,1958,66,1.0127696581937,Nondenom Charismatic
2024,1948,76,0.392444136189649,Southern Baptist
2024,1959,65,0.568659365154675,Southern Baptist
2024,1956,68,0.336047028523345,Community Church
2024,1955,69,0.0741583333465309,PCUSA
2024,1995,29,0.443363496541465,Other Baptist
2024,1982,42,0.918351767338633,Community Church
2024,1982,42,0.918351767338633,Church of Christ
2024,1952,72,0.740587983190816,PCA
2024,1958,66,0.364081289692323,Other Presbyterian
2024,1970,54,0.938079328560311,Independent Baptist
2024,1970,54,0.938079328560311,Christian Methodist Episcopal
2024,1970,54,0.938079328560311,Other Presbyterian
2024,1970,54,0.938079328560311,TEC
2024,1959,65,0.878473811271957,Other Baptist
2024,1961,63,0.262433934182077,ABCUSA
2024,2000,24,3.24540323771082,Southern Baptist
2024,1962,62,0.110966512482029,Community Church
2024,1962,62,0.80485627330413,Nondenom Fundamentalist
2024,1978,46,0.0311578547765056,Other Presbyterian
2024,1980,44,0.775634237223444,PCA
2024,1956,68,0.587357030385398,Other Baptist
2024,1978,46,1.10675428910364,Southern Baptist
2024,1989,35,1.32499952721208,Other Baptist
2024,1946,78,0.607942024015977,Free Will Baptist
2024,1960,64,2.40810860861004,Nondenom Evangelical
2024,1952,72,3.00020693372832,United Methodist
2024,1937,87,0.0688198215495194,United Methodist
2024,1947,77,1.18010654600044,ELCA
2024,1956,68,0.0563812140861917,ABCUSA
2024,1951,73,0.700969417338266,Nondenom Evangelical
2024,1957,67,4.94681370674765,Southern Baptist
2024,1969,55,1.08737084172898,United Methodist
2024,1969,55,0.61567000409009,ELCA
2024,1966,58,1.84228762243546,Other Lutheran
2024,1957,67,0.523478809572825,Lutheran - Missouri Synod
2024,1953,71,2.19381808491827,TEC
2024,1970,54,0.859400529678634,Assemblies of God
2024,1950,74,0.48656213553978,United Church of Christ
2024,1965,59,0.105168648003941,Nondenom Evangelical
2024,1944,80,0.805360637537348,Disciples of Christ
2024,1956,68,0.982587411793419,Church of Christ
2024,1957,67,0.977339041808402,Lutheran - Missouri Synod
2024,1973,51,0.171402489730946,Community Church
2024,1948,76,0.411014880848014,Gen. Assoc. of Reg. Bapt.
2024,1975,49,0.34492034539111,Other Baptist
2024,1944,80,0.588193873926315,Community Church
2024,1957,67,0.0811913168921914,Independent Baptist
2024,1998,26,2.23621076829828,Church of God in Christ
2024,1948,76,0.95560413347953,Community Church
2024,1948,76,0.95560413347953,PCA
2024,1948,76,0.95560413347953,National Assoc. of Cons. Cong.
2024,1956,68,0.172408694614825,Southern Baptist
2024,1954,70,0.910036172362716,ELCA
2024,1955,69,2.6062515329822,Other Nondenom
2024,1972,52,0.423691445945842,Gen. Assoc. of Reg. Bapt.
2024,1995,29,0.454571346656938,Southern Baptist
2024,1979,45,1.20373867287737,Other Pentecostal
2024,1962,62,1.72573786080674,Independent Baptist
2024,1957,67,1.28301516452226,Assemblies of God
2024,1973,51,0.527325319899595,Other Baptist
2024,1973,51,0.527325319899595,Other Nondenom
2024,1953,71,0.611647217209341,Interdenominational
2024,1953,71,0.611647217209341,Other Presbyterian
2024,1951,73,0.945371137977517,Disciples of Christ
2024,1961,63,0.761399990170677,TEC
2024,1957,67,0.289358284919807,United Methodist
2024,1971,53,0.619300138910329,Other Pentecostal
2024,1994,30,1.1813450110153,Other Baptist
2024,1971,53,1.17477520437094,Southern Baptist
2024,1954,70,0.10274009157931,PCUSA
2024,1944,80,0.544975807318533,PCUSA
2024,1949,75,1.69087486572569,Independent Baptist
2024,1949,75,1.69087486572569,Nondenom Fundamentalist
2024,1949,75,1.69087486572569,Assemblies of God
2024,1964,60,0.481094676585861,Southern Baptist
2024,1958,66,0.776335954266264,United Methodist
2024,1958,66,0.776335954266264,Community Church
2024,1979,45,0.0261429717448152,Baptist Miss. Association
2024,1952,72,0.671345972133641,United Methodist
2024,1952,72,0.671345972133641,Nondenom Evangelical
2024,1952,72,1.24944606803656,Independent Baptist
2024,1952,72,1.24944606803656,Other Presbyterian
2024,1952,72,1.07131106477853,Nondenom Evangelical
2024,1956,68,1.33433464779843,Southern Baptist
2024,1956,68,1.33433464779843,Nondenom Evangelical
2024,1934,90,1.28301516452226,Southern Baptist
2024,1941,83,1.44396821228015,PCUSA
2024,1948,76,0.330246828939402,United Methodist
2024,1962,62,0.388567391458903,United Church of Christ
2024,1946,78,2.61479885341014,ELCA
2024,1949,75,1.17010595959492,Southern Baptist
2024,1949,75,1.17010595959492,Other Reformed
2024,1968,56,1.13891966201431,Nondenom Evangelical
2024,1951,73,0.857220790656783,Church of Christ
2024,1963,61,1.14697417041449,Southern Baptist
2024,1952,72,0.349727459352555,Community Church
2024,1951,73,1.05735097197744,Nondenom Evangelical
2024,1951,73,1.05735097197744,Other Pentecostal
2024,1999,25,1.0773006634088,Seventh Day Adventist
2024,1937,87,1.11852824718854,Southern Baptist
2024,1950,74,0.629930488867726,Community Church
2024,1950,74,0.629930488867726,Orthodox Presbyterian
2024,1948,76,0.843569573218093,United Methodist
2024,1948,76,0.843569573218093,Nondenom Evangelical
2024,1966,58,2.02823254740041,Southern Baptist
2024,1962,62,0.830408314558704,Community Church
2024,1970,54,1.22833426286623,African Methodist Episcopal
2024,1962,62,0.895736656920457,Baptist Miss. Association
2024,1958,66,0.0420676084245147,Other Nondenom
2024,1942,82,0.56815409241916,Lutheran - Missouri Synod
2024,1950,74,0.578971763408912,ABCUSA
2024,1968,56,0.154437761464798,Southern Baptist
2024,1945,79,1.10630061216418,Other Methodist
2024,1983,41,0.204409307867378,Nondenom Charismatic
2024,1983,41,0.204409307867378,Pentecostal Church of God
2024,1966,58,0.52096093247225606,Church of God in Christ
2024,1960,64,0.374164191712464,Southern Baptist
2024,1952,72,0.691998620637638,United Methodist
2024,1946,78,0.409349340663762,Other Nondenom
2024,1961,63,0.0190748330922407,Community Church
2024,1958,66,0.310335206685919,Community Church
2024,1949,75,0.697932734407235,TEC
2024,1956,68,0.611647217209341,Southern Baptist
2024,1956,68,1.05420364085464,Independent Baptist
2024,1956,68,1.05420364085464,Nondenom Evangelical
2024,1965,59,1.91096015133152,Nondenom Evangelical
2024,1938,86,0.381022596837871,Other Nondenom
2024,1938,86,0.381022596837871,Lutheran - Missouri Synod
2024,1929,95,0.654940947948392,PCUSA
2024,1951,73,0.0615954301724496,Other Nondenom
2024,1964,60,0.590057028659889,Other Baptist
2024,1964,60,0.590057028659889,Nondenom Fundamentalist
2024,1975,49,0.929903547052389,Other Nondenom
2024,1953,71,0.676836572392146,Southern Baptist
2024,1971,53,1.33654884224111,Southern Baptist
2024,1975,49,0.531540566924177,PCUSA
2024,1953,71,1.03501265689344,ELCA
2024,1963,61,1.30117244699523,ABCUSA
2024,1964,60,0.805385091103152,United Methodist
2024,1966,58,1.01093682063781,Southern Baptist
2024,1966,58,1.01093682063781,Nondenom Evangelical
2024,1948,76,0.231280978158412,Baptist General Conference
2024,1948,76,0.231280978158412,Community Church
2024,1968,56,0.71064637262403,ELCA
2024,1959,65,2.55066441306175,Community Church
2024,1956,68,2.37827135228873,Southern Baptist
2024,1969,55,0.388108371868937,TEC
2024,1954,70,0.0285696216752386,Southern Baptist
2024,1966,58,0.984497672201916,Baptist Miss. Association
2024,1960,64,0.506723724182708,Gen. Assoc. of Reg. Bapt.
2024,1960,64,0.506723724182708,Church of Christ
2024,1947,77,0.172208989353847,PCA
2024,1981,43,0.770676467949908,Southern Baptist
2024,1981,43,0.770676467949908,Nondenom Evangelical
2024,1950,74,0.358330575454439,Nondenom Evangelical
2024,1957,67,2.09015280421112,Independent Baptist
2024,1960,64,1.89222767253152,Church of God Cleveland TN
2024,1962,62,0.39783425688984,Other Nondenom
2024,1945,79,0.183518602391675,Baptist Miss. Association
2024,1947,77,1.01647066961701,ABCUSA
2024,1949,75,0.0523841684325402,United Methodist
2024,1949,75,0.0523841684325402,Nondenom Evangelical
