year,birthyr,weight,baptist,methodist,nondenom,lutheran,presbyterian,pentecostal,episcopal,christian,congregational,holiness,reformed,adventist
2024,1949,0.0733749106620612,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1957,0.72481632077162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1969,1.47933526569189,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2024,1955,1.0328849712751,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2024,1954,1.28301516452226,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2024,1942,3.60622597725472,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2024,1957,1.12272996866549,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1987,0.00199460952972208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1946,0.77183500196846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1976,0.00492056617881416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1992,2.61759987275426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1962,0.426376548603996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1981,1.25236338581227,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
2024,1964,0.36009863314605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1947,0.634949128630478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1947,0.743731209197414,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1949,0.755415646145034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1979,0.385684195358594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1958,3.17174137357042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1980,0.625837564375039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1943,0.543600212832077,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2024,1954,1.09586789486369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1953,0.703024309264447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1955,0.735641881337766,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2024,1959,0.517476700919787,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1945,1.30455789877785,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2024,1997,2.66804212984746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1972,1.5114503255394,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1958,0.921975635156675,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
2024,1966,1.03587226924768,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1948,0.977339041808402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1954,0.23400052649714,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1951,0.682544076088276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1952,0.589125209309144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1946,0.937072938882875,1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1949,1.34180306120121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1948,0.683011786835144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1959,0.0799894942162346,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1939,0.541737730690426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1992,1.20056361357593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1979,6.95909157397945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1959,0.986365654241244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1945,0.815304156912452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1957,0.695361792208255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1958,1.27417519417996,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2024,1954,1.24660000878587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1957,1.2811441929271,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1946,0.0507500759054016,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2024,1963,0.833272525245478,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1955,1.08773990611973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1963,1.32345170454368,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1981,1.18487732329086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1976,0.498433521159299,NA,90,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
2024,1967,0.928878388287759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2024,1967,0.951218311226927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1960,0.357700556738858,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1948,3.38285686108542,NA,NA,NA,4,90,NA,1,NA,NA,NA,NA,NA
2024,1959,0.497050181270574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1968,0.00752185734682806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1972,1.3016720546363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,2004,0.371423862908207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1974,0.694028817400384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,1971,0.627121542968611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
